time,flux,moisture,temp,house,treatment,
2020/7/2 14:00,NaN,0.0185,47.1225,H1,S1,2020/7/2/ 21:00
2020/7/2 15:00,0.72,0.01825,45.7625,H1,S1,
2020/7/2 16:00,NaN,0.01725,30.75,H1,S1,
2020/7/2 17:00,NaN,0.0175,23.7175,H1,S1,
2020/7/2 18:00,NaN,0.0175,24.7375,H1,S1,
2020/7/2 19:00,NaN,0.01725,23.6875,H1,S1,
2020/7/2 20:00,NaN,0.017,22.6925,H1,S1,
2020/7/2 21:00,NaN,0.0165,22.2625,H1,S1,
2020/7/2 22:00,NaN,0.0165,21.6275,H1,S1,
2020/7/2 23:00,NaN,0.01625,21.32,H1,S1,
2020/7/3 0:00,NaN,0.016,21.0675,H1,S1,
2020/7/3 1:00,NaN,0.016,21.0525,H1,S1,
2020/7/3 2:00,NaN,0.01575,20.8375,H1,S1,
2020/7/3 3:00,NaN,0.0155,20.505,H1,S1,
2020/7/3 4:00,NaN,0.0155,20.28,H1,S1,
2020/7/3 5:00,NaN,0.0155,19.9625,H1,S1,
2020/7/3 6:00,NaN,0.0155,21.0625,H1,S1,
2020/7/3 7:00,NaN,0.01675,27.265,H1,S1,
2020/7/3 8:00,NaN,0.01725,31.76,H1,S1,
2020/7/3 9:00,NaN,0.01775,36.1025,H1,S1,
2020/7/3 10:00,0.61,0.01875,40.7325,H1,S1,
2020/7/3 11:00,0.69,0.0195,44.37,H1,S1,
2020/7/3 12:00,0.56,0.02,47.355,H1,S1,
2020/7/3 13:00,0.68,0.02,49.36,H1,S1,
2020/7/3 14:00,0.65,0.0205,51.2725,H1,S1,
2020/7/3 15:00,0.8,0.02,50.4875,H1,S1,
2020/7/3 16:00,0.64,0.0195,49.14,H1,S1,
2020/7/3 17:00,0.69,0.019,46.285,H1,S1,
2020/7/3 18:00,0.77,0.01825,42.15,H1,S1,
2020/7/3 19:00,0.73,0.01725,36.6025,H1,S1,
2020/7/3 20:00,NaN,0.0165,33.06,H1,S1,
2020/7/3 21:00,NaN,0.01575,30.22,H1,S1,
2020/7/3 22:00,NaN,0.0155,28.5175,H1,S1,
2020/7/3 23:00,NaN,0.0155,27.425,H1,S1,
2020/7/4 0:00,NaN,0.0155,26.5975,H1,S1,
2020/7/4 1:00,NaN,0.0155,26.005,H1,S1,
2020/7/4 2:00,NaN,0.0155,25.345,H1,S1,
2020/7/4 3:00,NaN,0.015,24.625,H1,S1,
2020/7/4 4:00,NaN,0.01475,24.075,H1,S1,
2020/7/4 5:00,NaN,0.0145,23.6275,H1,S1,
2020/7/4 6:00,NaN,0.01475,24.5925,H1,S1,
2020/7/4 7:00,NaN,0.016,30.9425,H1,S1,
2020/7/4 8:00,NaN,0.017,35.81,H1,S1,
2020/7/4 9:00,NaN,0.01775,39.8475,H1,S1,
2020/7/4 10:00,0.6,0.01825,44.32,H1,S1,
2020/7/4 11:00,0.57,0.01925,47.9375,H1,S1,
2020/7/4 12:00,0.6,0.01975,50.8325,H1,S1,
2020/7/4 13:00,0.63,0.02,52.4,H1,S1,
2020/7/4 14:00,0.63,0.02,53.525,H1,S1,
2020/7/4 15:00,0.57,0.02,53.115,H1,S1,
2020/7/4 16:00,0.58,0.0195,51.1275,H1,S1,
2020/7/4 17:00,0.64,0.01875,47.9625,H1,S1,
2020/7/4 18:00,0.61,0.01775,43.15,H1,S1,
2020/7/4 19:00,NaN,0.01675,36.2725,H1,S1,
2020/7/4 20:00,NaN,0.01625,33.5275,H1,S1,
2020/7/4 21:00,NaN,0.0155,31.2875,H1,S1,
2020/7/4 22:00,NaN,0.0155,29.89,H1,S1,
2020/7/4 23:00,NaN,0.0155,28.605,H1,S1,
2020/7/5 0:00,NaN,0.0155,27.95,H1,S1,
2020/7/5 1:00,NaN,0.01475,26.8775,H1,S1,
2020/7/5 2:00,NaN,0.0145,26.04,H1,S1,
2020/7/5 3:00,NaN,0.0145,25.2925,H1,S1,
2020/7/5 4:00,NaN,0.0145,24.6925,H1,S1,
2020/7/5 5:00,NaN,0.0145,24.075,H1,S1,
2020/7/5 6:00,NaN,0.01475,24.7525,H1,S1,
2020/7/5 7:00,NaN,0.0155,30.9825,H1,S1,
2020/7/5 8:00,NaN,0.01675,36.0225,H1,S1,
2020/7/5 9:00,NaN,0.01725,40.1975,H1,S1,
2020/7/5 10:00,0.54,0.018,44.77,H1,S1,
2020/7/5 11:00,0.51,0.019,49.0675,H1,S1,
2020/7/5 12:00,0.57,0.01925,51.6075,H1,S1,
2020/7/5 13:00,0.52,0.01975,52.815,H1,S1,
2020/7/5 14:00,0.54,0.01975,54.005,H1,S1,
2020/7/5 15:00,0.59,0.01975,53.865,H1,S1,
2020/7/5 16:00,0.5,0.01925,52.1625,H1,S1,
2020/7/5 17:00,0.61,0.01825,47.91,H1,S1,
2020/7/5 18:00,NaN,0.01725,40.8775,H1,S1,
2020/7/5 19:00,NaN,0.01675,38.99,H1,S1,
2020/7/5 20:00,NaN,0.016,35.8,H1,S1,
2020/7/5 21:00,NaN,0.0155,32.575,H1,S1,
2020/7/5 22:00,NaN,0.0155,30.53,H1,S1,
2020/7/5 23:00,NaN,0.01475,29.43,H1,S1,
2020/7/6 0:00,NaN,0.0145,28.2525,H1,S1,
2020/7/6 1:00,NaN,0.0145,27.535,H1,S1,
2020/7/6 2:00,NaN,0.0145,26.2825,H1,S1,
2020/7/6 3:00,NaN,0.0145,25.2225,H1,S1,
2020/7/6 4:00,NaN,0.0145,25.285,H1,S1,
2020/7/6 5:00,NaN,0.0145,25.4725,H1,S1,
2020/7/6 6:00,NaN,0.01475,26.7575,H1,S1,
2020/7/6 7:00,NaN,0.01525,31.7675,H1,S1,
2020/7/6 8:00,NaN,0.01625,36.32,H1,S1,
2020/7/6 9:00,NaN,0.017,40.865,H1,S1,
2020/7/6 10:00,0.51,0.01775,45.6475,H1,S1,
2020/7/6 11:00,0.47,0.0185,49.1075,H1,S1,
2020/7/6 12:00,0.52,0.019,51.6475,H1,S1,
2020/7/6 13:00,0.54,0.0195,53.635,H1,S1,
2020/7/6 14:00,0.56,0.0195,55.1425,H1,S1,
2020/7/6 15:00,0.46,0.01975,55.32,H1,S1,
2020/7/6 16:00,0.52,0.01925,53.9175,H1,S1,
2020/7/6 17:00,0.46,0.01825,49.43,H1,S1,
2020/7/6 18:00,0.49,0.01725,44.4475,H1,S1,
2020/7/6 19:00,NaN,0.0165,39.4475,H1,S1,
2020/7/6 20:00,NaN,0.0155,35.1475,H1,S1,
2020/7/6 21:00,NaN,0.01525,31.7,H1,S1,
2020/7/6 22:00,NaN,0.0145,29.905,H1,S1,
2020/7/6 23:00,NaN,0.0145,29.05,H1,S1,
2020/7/7 0:00,NaN,0.0145,29.13,H1,S1,
2020/7/7 1:00,NaN,0.0145,29.3975,H1,S1,
2020/7/7 2:00,NaN,0.01425,28.7275,H1,S1,
2020/7/7 3:00,NaN,0.0145,27.4625,H1,S1,
2020/7/7 4:00,NaN,0.01425,25.33,H1,S1,
2020/7/7 5:00,NaN,0.01375,24.28,H1,S1,
2020/7/7 6:00,NaN,0.014,24.56,H1,S1,
2020/7/7 7:00,NaN,0.01475,30.7925,H1,S1,
2020/7/7 8:00,NaN,0.01575,36.13,H1,S1,
2020/7/7 9:00,NaN,0.01675,40.4975,H1,S1,
2020/7/7 10:00,0.69,0.01775,44.9825,H1,S1,
2020/7/7 11:00,0.7,0.01825,49.3475,H1,S1,
2020/7/7 12:00,0.71,0.019,52.08,H1,S1,
2020/7/7 13:00,0.63,0.019,53.935,H1,S1,
2020/7/7 14:00,0.7,0.0195,54.965,H1,S1,
2020/7/7 15:00,0.68,0.019,54.565,H1,S1,
2020/7/7 16:00,0.68,0.01875,53.2725,H1,S1,
2020/7/7 17:00,0.56,0.01825,49.92,H1,S1,
2020/7/7 18:00,NaN,0.0175,45.03,H1,S1,
2020/7/7 19:00,NaN,0.01625,39.5,H1,S1,
2020/7/7 20:00,NaN,0.0155,35.245,H1,S1,
2020/7/7 21:00,NaN,0.01525,32.63,H1,S1,
2020/7/7 22:00,NaN,0.01525,31.9575,H1,S1,
2020/7/7 23:00,NaN,0.01475,31.86,H1,S1,
2020/7/8 0:00,NaN,0.0145,31.0175,H1,S1,
2020/7/8 1:00,NaN,0.0145,30.2425,H1,S1,
2020/7/8 2:00,NaN,0.0145,29.9725,H1,S1,
2020/7/8 3:00,NaN,0.0145,29.79,H1,S1,
2020/7/8 4:00,NaN,0.0145,28.965,H1,S1,
2020/7/8 5:00,NaN,0.0145,27.6875,H1,S1,
2020/7/8 6:00,NaN,0.0145,26.965,H1,S1,
2020/7/8 7:00,NaN,0.01525,32.12,H1,S1,
2020/7/8 8:00,NaN,0.016,37.1525,H1,S1,
2020/7/8 9:00,NaN,0.01675,40.82,H1,S1,
2020/7/8 10:00,NaN,0.01775,45.235,H1,S1,
2020/7/8 11:00,NaN,0.0185,49.6575,H1,S1,
2020/7/8 12:00,NaN,0.01875,52.2725,H1,S1,
2020/7/8 13:00,NaN,0.0195,53.94,H1,S1,
2020/7/8 14:00,NaN,0.019,52.2475,H1,S1,
2020/7/8 15:00,0.87,0.01875,52.5325,H1,S1,
2020/7/8 16:00,NaN,0.01775,48.4275,H1,S1,
2020/7/8 17:00,NaN,0.01725,42.63,H1,S1,
2020/7/8 18:00,NaN,0.0165,40.3575,H1,S1,
2020/7/8 19:00,NaN,0.016,38.0225,H1,S1,
2020/7/8 20:00,NaN,0.0155,36.3925,H1,S1,
2020/7/8 21:00,NaN,0.0155,34.49,H1,S1,
2020/7/8 22:00,NaN,0.0155,32.505,H1,S1,
2020/7/8 23:00,NaN,0.01525,31.4325,H1,S1,
2020/7/9 0:00,NaN,0.0145,30.265,H1,S1,
2020/7/9 1:00,NaN,0.0145,28.835,H1,S1,
2020/7/9 2:00,NaN,0.0145,28.3525,H1,S1,
2020/7/9 3:00,NaN,0.0145,28.065,H1,S1,
2020/7/9 4:00,NaN,0.0145,26.4325,H1,S1,
2020/7/9 5:00,NaN,0.0145,25.925,H1,S1,
2020/7/9 6:00,NaN,0.0145,26.9,H1,S1,
2020/7/9 7:00,NaN,0.01525,32.2525,H1,S1,
2020/7/9 8:00,NaN,0.01575,34.7675,H1,S1,
2020/7/9 9:00,NaN,0.0165,39.0225,H1,S1,
2020/7/9 10:00,NaN,0.017,41.83,H1,S1,
2020/7/9 11:00,0.73,0.018,45.835,H1,S1,
2020/7/9 12:00,NaN,0.019,51.12,H1,S1,
2020/7/9 13:00,0.81,0.019,52.3,H1,S1,
2020/7/9 14:00,NaN,0.0195,54.59,H1,S1,
2020/7/9 15:00,0.67,0.01925,53.4925,H1,S1,
2020/7/9 16:00,NaN,0.0185,50.5125,H1,S1,
2020/7/9 17:00,NaN,0.0175,44.9175,H1,S1,
2020/7/9 18:00,NaN,0.01575,34.585,H1,S1,
2020/7/9 19:00,NaN,0.0155,32.86,H1,S1,
2020/7/9 20:00,NaN,0.0155,32.1675,H1,S1,
2020/7/9 21:00,NaN,0.0155,31.995,H1,S1,
2020/7/9 22:00,NaN,0.0155,30.615,H1,S1,
2020/7/9 23:00,NaN,0.01525,29.7375,H1,S1,
2020/7/10 0:00,NaN,0.01475,29.4625,H1,S1,
2020/7/10 1:00,NaN,0.015,29.65,H1,S1,
2020/7/10 2:00,NaN,0.0145,28.9,H1,S1,
2020/7/10 3:00,NaN,0.0145,27.8925,H1,S1,
2020/7/10 4:00,NaN,0.0145,27.025,H1,S1,
2020/7/10 5:00,NaN,0.0145,26.8675,H1,S1,
2020/7/10 6:00,NaN,0.0145,27.05,H1,S1,
2020/7/10 7:00,NaN,0.01475,29.255,H1,S1,
2020/7/10 8:00,NaN,0.01575,34.7875,H1,S1,
2020/7/10 9:00,NaN,0.01675,39.47,H1,S1,
2020/7/10 10:00,NaN,0.018,45.72,H1,S1,
2020/7/10 11:00,NaN,0.0185,47.1175,H1,S1,
2020/7/10 12:00,NaN,0.01875,48.85,H1,S1,
2020/7/10 13:00,NaN,0.019,51.5275,H1,S1,
2020/7/10 14:00,NaN,0.0195,53.5575,H1,S1,
2020/7/10 15:00,NaN,0.0195,53.6,H1,S1,
2020/7/10 16:00,NaN,0.019,52.2525,H1,S1,
2020/7/10 17:00,NaN,0.0185,49.29,H1,S1,
2020/7/10 18:00,NaN,0.0175,44.975,H1,S1,
2020/7/10 19:00,NaN,0.01675,40.385,H1,S1,
2020/7/10 20:00,NaN,0.0165,37.7475,H1,S1,
2020/7/10 21:00,NaN,0.0155,35.8975,H1,S1,
2020/7/10 22:00,NaN,0.0155,34.505,H1,S1,
2020/7/10 23:00,NaN,0.0155,33.785,H1,S1,
2020/7/11 0:00,NaN,0.01475,29.9025,H1,S1,
2020/7/11 1:00,NaN,0.0145,28.77,H1,S1,
2020/7/11 2:00,NaN,0.0145,28.4125,H1,S1,
2020/7/11 3:00,NaN,0.0145,27.815,H1,S1,
2020/7/11 4:00,NaN,0.0145,27.3425,H1,S1,
2020/7/11 5:00,NaN,0.0145,26.76,H1,S1,
2020/7/11 6:00,NaN,0.0145,27.245,H1,S1,
2020/7/11 7:00,NaN,0.01525,31.1775,H1,S1,
2020/7/11 8:00,NaN,0.016,35.7175,H1,S1,
2020/7/11 9:00,NaN,0.01675,39.525,H1,S1,
2020/7/11 10:00,NaN,0.0175,43.93,H1,S1,
2020/7/11 11:00,NaN,0.018,46.0575,H1,S1,
2020/7/11 12:00,NaN,0.01925,51.47,H1,S1,
2020/7/11 13:00,NaN,0.0195,53.8775,H1,S1,
2020/7/11 14:00,NaN,0.01975,54.905,H1,S1,
2020/7/11 15:00,NaN,0.0195,54.8175,H1,S1,
2020/7/11 16:00,NaN,0.01875,52.97,H1,S1,
2020/7/11 17:00,NaN,0.0185,50.285,H1,S1,
2020/7/11 18:00,NaN,0.01775,46.7125,H1,S1,
2020/7/11 19:00,NaN,0.017,42.14,H1,S1,
2020/7/11 20:00,NaN,0.016,37.345,H1,S1,
2020/7/11 21:00,NaN,0.0155,34.6875,H1,S1,
2020/7/11 22:00,NaN,0.0155,32.9975,H1,S1,
2020/7/11 23:00,NaN,0.0155,32.625,H1,S1,
2020/7/12 0:00,NaN,0.01525,31.3675,H1,S1,
2020/7/12 1:00,NaN,0.0145,29.84,H1,S1,
2020/7/12 2:00,NaN,0.0145,28.53,H1,S1,
2020/7/12 3:00,NaN,0.0145,27.5175,H1,S1,
2020/7/12 4:00,NaN,0.0145,26.66,H1,S1,
2020/7/12 5:00,NaN,0.0145,25.955,H1,S1,
2020/7/12 6:00,NaN,0.0145,26.795,H1,S1,
2020/7/12 7:00,NaN,0.0155,33.1275,H1,S1,
2020/7/12 8:00,NaN,0.01625,38.015,H1,S1,
2020/7/12 9:00,NaN,0.01725,42.3275,H1,S1,
2020/7/12 10:00,NaN,0.018,46.98,H1,S1,
2020/7/12 11:00,NaN,0.0185,50.7225,H1,S1,
2020/7/12 12:00,NaN,0.019,52.2325,H1,S1,
2020/7/12 13:00,NaN,0.01875,52.4525,H1,S1,
2020/7/12 14:00,NaN,0.01775,46.325,H1,S1,
2020/7/12 15:00,NaN,0.0165,38.155,H1,S1,
2020/7/12 16:00,NaN,0.0165,40.0225,H1,S1,
2020/7/12 17:00,NaN,0.01675,41.705,H1,S1,
2020/7/12 18:00,NaN,0.0165,39.335,H1,S1,
2020/7/12 19:00,NaN,0.016,36.1525,H1,S1,
2020/7/12 20:00,NaN,0.0155,33.495,H1,S1,
2020/7/12 21:00,NaN,0.0155,33.1625,H1,S1,
2020/7/12 22:00,NaN,0.0155,31.415,H1,S1,
2020/7/12 23:00,NaN,0.0155,31.525,H1,S1,
2020/7/13 0:00,NaN,0.0155,32.2125,H1,S1,
2020/7/13 1:00,NaN,0.015,30.915,H1,S1,
2020/7/13 2:00,NaN,0.015,30.605,H1,S1,
2020/7/13 3:00,NaN,0.01475,30.7025,H1,S1,
2020/7/13 4:00,NaN,0.015,30.71,H1,S1,
2020/7/13 5:00,NaN,0.0145,29.4325,H1,S1,
2020/7/13 6:00,NaN,0.01475,30.19,H1,S1,
2020/7/13 7:00,NaN,0.0155,32.375,H1,S1,
2020/7/13 8:00,NaN,0.0155,34.99,H1,S1,
2020/7/13 9:00,NaN,0.01675,39.7475,H1,S1,
2020/7/13 10:00,NaN,0.017,42.0825,H1,S1,
2020/7/13 11:00,0.67,0.0175,44.55,H1,S1,
2020/7/13 12:00,NaN,0.01775,46,H1,S1,
2020/7/13 13:00,NaN,0.018,48.8375,H1,S1,
2020/7/13 14:00,NaN,0.0185,48.4225,H1,S1,
2020/7/13 15:00,NaN,0.01875,52.2375,H1,S1,
2020/7/13 16:00,0.56,0.0185,49.5975,H1,S1,
2020/7/13 17:00,NaN,0.0175,46.1875,H1,S1,
2020/7/13 18:00,NaN,0.017,42.8825,H1,S1,
2020/7/13 19:00,NaN,0.01625,38.3775,H1,S1,
2020/7/13 20:00,NaN,0.0155,35.62,H1,S1,
2020/7/13 21:00,NaN,0.0155,34.325,H1,S1,
2020/7/13 22:00,0.58,0.0155,33.5625,H1,S1,
2020/7/13 23:00,0.52,0.0155,32.1475,H1,S1,
2020/7/14 0:00,0.93,0.01475,31.075,H1,S1,
2020/7/14 1:00,0.5,0.0145,29.5825,H1,S1,
2020/7/14 2:00,1.06,0.0145,28.62,H1,S1,
2020/7/14 3:00,0.55,0.0145,27.8225,H1,S1,
2020/7/14 4:00,0.64,0.0145,26.9975,H1,S1,
2020/7/14 5:00,0.61,0.0145,26.3125,H1,S1,
2020/7/14 6:00,0.52,0.0145,26.1775,H1,S1,
2020/7/14 7:00,0.53,0.01475,30.0925,H1,S1,
2020/7/14 8:00,0.65,0.01575,36.16,H1,S1,
2020/7/14 9:00,0.46,0.01675,40.985,H1,S1,
2020/7/14 10:00,NaN,0.01775,45.1925,H1,S1,
2020/7/14 11:00,NaN,0.0185,48.42,H1,S1,
2020/7/14 12:00,NaN,0.01875,50.8975,H1,S1,
2020/7/14 13:00,NaN,0.04825,46.1275,H1,S1,
2020/7/14 14:00,NaN,0.1025,41.155,H1,S1,
2020/7/14 15:00,NaN,0.1385,39.5525,H1,S1,
2020/7/14 16:00,NaN,0.133,41.4525,H1,S1,
2020/7/14 17:00,6.06,0.12475,39.6025,H1,S1,
2020/7/14 18:00,NaN,0.11875,36.905,H1,S1,
2020/7/14 19:00,NaN,0.11475,33.515,H1,S1,
2020/7/14 20:00,4.91,0.1115,30.9125,H1,S1,
2020/7/14 21:00,7.4,0.10875,29.51,H1,S1,
2020/7/14 22:00,5.91,0.107,28.43,H1,S1,
2020/7/14 23:00,6.78,0.105,27.805,H1,S1,
2020/7/15 0:00,6.56,0.1035,27.4925,H1,S1,
2020/7/15 1:00,NaN,0.10175,27.1925,H1,S1,
2020/7/15 2:00,NaN,0.10075,26.6325,H1,S1,
2020/7/15 3:00,4.23,0.09925,25.8275,H1,S1,
2020/7/15 4:00,4.54,0.0985,25.035,H1,S1,
2020/7/15 5:00,4.66,0.097,24.43,H1,S1,
2020/7/15 6:00,4.39,0.0965,24.5925,H1,S1,
2020/7/15 7:00,4.3,0.096,26.955,H1,S1,
2020/7/15 8:00,4.39,0.09525,32.3575,H1,S1,
2020/7/15 9:00,NaN,0.095,35.7625,H1,S1,
2020/7/15 10:00,5.72,0.095,39.15,H1,S1,
2020/7/15 11:00,4.8,0.0935,41.2775,H1,S1,
2020/7/15 12:00,5.36,0.091,34.79,H1,S1,
2020/7/15 13:00,4.12,0.0895,30.8925,H1,S1,
2020/7/15 14:00,3.69,0.08725,25.9375,H1,S1,
2020/7/15 15:00,NaN,0.0865,25.975,H1,S1,
2020/7/15 16:00,NaN,0.085,24.665,H1,S1,
2020/7/15 17:00,4.46,0.0845,25.43,H1,S1,
2020/7/15 18:00,4.09,0.08375,26.9825,H1,S1,
2020/7/15 19:00,3.63,0.083,27.81,H1,S1,
2020/7/15 20:00,4.51,0.08225,25.4725,H1,S1,
2020/7/15 21:00,3.04,0.08125,24.1025,H1,S1,
2020/7/15 22:00,4.68,0.081,24.1125,H1,S1,
2020/7/15 23:00,3.4,0.08025,22.9925,H1,S1,
2020/7/16 0:00,2.97,0.08,22.3575,H1,S1,
2020/7/16 1:00,3.33,0.079,22.01,H1,S1,
2020/7/16 2:00,3.23,0.07825,21.555,H1,S1,
2020/7/16 3:00,2.52,0.078,21.165,H1,S1,
2020/7/16 4:00,3.47,0.0775,21.2175,H1,S1,
2020/7/16 5:00,2.44,0.077,20.615,H1,S1,
2020/7/16 6:00,2.87,0.07675,20.9875,H1,S1,
2020/7/16 7:00,2.91,0.077,26.5075,H1,S1,
2020/7/16 8:00,2.1,0.077,31.25,H1,S1,
2020/7/16 9:00,4.55,0.07675,34.18,H1,S1,
2020/7/16 10:00,2.25,0.077,38.2525,H1,S1,
2020/7/16 11:00,2.48,0.077,41.42,H1,S1,
2020/7/16 12:00,2.13,0.07575,40.295,H1,S1,
2020/7/16 13:00,NaN,0.0755,43.9925,H1,S1,
2020/7/16 14:00,3.04,0.07525,45.2525,H1,S1,
2020/7/16 15:00,2.7,0.0735,41.62,H1,S1,
2020/7/16 16:00,NaN,0.07325,44.9475,H1,S1,
2020/7/16 17:00,3.28,0.07175,39.5625,H1,S1,
2020/7/16 18:00,NaN,0.0705,34.185,H1,S1,
2020/7/16 19:00,NaN,0.06925,31.6925,H1,S1,
2020/7/16 20:00,NaN,0.0685,31.385,H1,S1,
2020/7/16 21:00,2.36,0.068,31.1225,H1,S1,
2020/7/16 22:00,2.26,0.06725,29.655,H1,S1,
2020/7/16 23:00,2.08,0.0665,28.7225,H1,S1,
2020/7/17 0:00,1.88,0.066,28.2075,H1,S1,
2020/7/17 1:00,3.37,0.0655,27.75,H1,S1,
2020/7/17 2:00,4.14,0.06475,27.62,H1,S1,
2020/7/17 3:00,1.86,0.0645,26.8925,H1,S1,
2020/7/17 4:00,2.23,0.06425,26.21,H1,S1,
2020/7/17 5:00,2.14,0.0635,25.235,H1,S1,
2020/7/17 6:00,1.58,0.06325,25.425,H1,S1,
2020/7/17 7:00,1.66,0.06325,27.09,H1,S1,
2020/7/17 8:00,1.89,0.06325,31.1925,H1,S1,
2020/7/17 9:00,2.7,0.06375,37.0825,H1,S1,
2020/7/17 10:00,1.98,0.06425,40.81,H1,S1,
2020/7/17 11:00,1.84,0.0645,43.9175,H1,S1,
2020/7/17 12:00,2.08,0.0885,39.98,H1,S1,
2020/7/17 13:00,NaN,0.10025,40.2475,H1,S1,
2020/7/17 14:00,4.24,0.09825,39.6075,H1,S1,
2020/7/17 15:00,4.66,0.0955,38.4525,H1,S1,
2020/7/17 16:00,5.4,0.09375,39.7825,H1,S1,
2020/7/17 17:00,NaN,0.09175,38.61,H1,S1,
2020/7/17 18:00,2.56,0.0895,32.9475,H1,S1,
2020/7/17 19:00,NaN,0.088,29.9625,H1,S1,
2020/7/17 20:00,2.33,0.08625,28.2,H1,S1,
2020/7/17 21:00,2.32,0.0855,27.9825,H1,S1,
2020/7/17 22:00,3.96,0.0845,27.47,H1,S1,
2020/7/17 23:00,2.44,0.08375,26.235,H1,S1,
2020/7/18 0:00,NaN,0.083,25.6275,H1,S1,
2020/7/18 1:00,2.25,0.08225,24.9275,H1,S1,
2020/7/18 2:00,1.99,0.0815,25.3175,H1,S1,
2020/7/18 3:00,1.53,0.08075,25.47,H1,S1,
2020/7/18 4:00,2.23,0.08,24.48,H1,S1,
2020/7/18 5:00,2.2,0.07925,23.0625,H1,S1,
2020/7/18 6:00,2.5,0.0785,22.855,H1,S1,
2020/7/18 7:00,3.85,0.0785,25.365,H1,S1,
2020/7/18 8:00,3.82,0.0785,28.2825,H1,S1,
2020/7/18 9:00,2.43,0.0785,31.66,H1,S1,
2020/7/18 10:00,2.75,0.07825,34.7325,H1,S1,
2020/7/18 11:00,NaN,0.078,38.2675,H1,S1,
2020/7/18 12:00,2.39,0.07725,35.8675,H1,S1,
2020/7/18 13:00,2.82,0.0765,37.8025,H1,S1,
2020/7/18 14:00,NaN,0.0765,42.59,H1,S1,
2020/7/18 15:00,2.64,0.07525,39.1,H1,S1,
2020/7/18 16:00,2.18,0.0745,39.1725,H1,S1,
2020/7/18 17:00,2.66,0.07375,39.6325,H1,S1,
2020/7/18 18:00,2.36,0.0725,35.8525,H1,S1,
2020/7/18 19:00,2.43,0.07125,31.665,H1,S1,
2020/7/18 20:00,2.06,0.07025,28.9,H1,S1,
2020/7/18 21:00,1.67,0.06975,27.695,H1,S1,
2020/7/18 22:00,2.44,0.069,27.2,H1,S1,
2020/7/18 23:00,2.2,0.069,27.4425,H1,S1,
2020/7/19 0:00,2.12,0.068,27.4075,H1,S1,
2020/7/19 1:00,1.66,0.06725,26.21,H1,S1,
2020/7/19 2:00,1.72,0.067,25.97,H1,S1,
2020/7/19 3:00,1.59,0.0665,24.9025,H1,S1,
2020/7/19 4:00,1.62,0.066,24.7075,H1,S1,
2020/7/19 5:00,1.82,0.066,24.765,H1,S1,
2020/7/19 6:00,1.35,0.0655,25.3025,H1,S1,
2020/7/19 7:00,2.1,0.065,27.21,H1,S1,
2020/7/19 8:00,1.3,0.065,29.8925,H1,S1,
2020/7/19 9:00,1.74,0.065,32.11,H1,S1,
2020/7/19 10:00,1.3,0.065,33.6275,H1,S1,
2020/7/19 11:00,NaN,0.06525,38.455,H1,S1,
2020/7/19 12:00,3.76,0.0655,43.315,H1,S1,
2020/7/19 13:00,1.62,0.0655,44.805,H1,S1,
2020/7/19 14:00,1.79,0.06475,42.405,H1,S1,
2020/7/19 15:00,1.54,0.06425,40.2625,H1,S1,
2020/7/19 16:00,2.13,0.0635,39.8975,H1,S1,
2020/7/19 17:00,1.54,0.063,39.5875,H1,S1,
2020/7/19 18:00,1.7,0.062,37.8375,H1,S1,
2020/7/19 19:00,1.43,0.061,34.4925,H1,S1,
2020/7/19 20:00,2.16,0.0605,32.05,H1,S1,
2020/7/19 21:00,2.33,0.06,30.4525,H1,S1,
2020/7/19 22:00,2.08,0.05925,29.32,H1,S1,
2020/7/19 23:00,1.75,0.059,29.805,H1,S1,
2020/7/20 0:00,NaN,0.05875,29.4975,H1,S1,
2020/7/20 1:00,NaN,0.058,28.7325,H1,S1,
2020/7/20 2:00,NaN,0.058,28.225,H1,S1,
2020/7/20 3:00,1.48,0.05775,27.76,H1,S1,
2020/7/20 4:00,1.87,0.057,26.76,H1,S1,
2020/7/20 5:00,1.99,0.0565,26.08,H1,S1,
2020/7/20 6:00,1.99,0.05625,25.885,H1,S1,
2020/7/20 7:00,1.52,0.05625,27.555,H1,S1,
2020/7/20 8:00,NaN,0.0565,31.405,H1,S1,
2020/7/20 9:00,NaN,0.098,29.405,H1,S1,
2020/7/20 10:00,4.08,0.10375,31.11,H1,S1,
2020/7/20 11:00,6.59,0.10275,32.7625,H1,S1,
2020/7/20 12:00,2.94,0.101,32.655,H1,S1,
2020/7/20 13:00,3.51,0.1005,36.33,H1,S1,
2020/7/20 14:00,3.02,0.099,42.0575,H1,S1,
2020/7/20 15:00,3.2,0.09625,38.42,H1,S1,
2020/7/20 16:00,3.49,0.0945,39.295,H1,S1,
2020/7/20 17:00,2.7,0.0925,38.5775,H1,S1,
2020/7/20 18:00,2.78,0.0905,34.6525,H1,S1,
2020/7/20 19:00,3.22,0.0885,31.0225,H1,S1,
2020/7/20 20:00,2.72,0.08725,29.0375,H1,S1,
2020/7/20 21:00,2.47,0.08625,27.6625,H1,S1,
2020/7/20 22:00,1.69,0.08525,26.7675,H1,S1,
2020/7/20 23:00,2.66,0.0845,25.9975,H1,S1,
2020/7/21 0:00,1.8,0.08375,24.97,H1,S1,
2020/7/21 1:00,1.99,0.08275,24.175,H1,S1,
2020/7/21 2:00,1.72,0.0825,24.2875,H1,S1,
2020/7/21 3:00,1.63,0.0815,23.93,H1,S1,
