,SR_S1,SR_std_S1,SR_S2,SR_std_S2,SR_S3,SR_std_S3,SR_S4,SR_std_S4
20200715,2.612088,1.356017223607429,1.9298152087912084,0.8689718867410353,2.5004911304347823,1.528596115837106,2.5004911304347823,0.16466481553215362
20200716,1.7709840000000001,0.5106773119377833,1.6780880842105261,0.4879166825572118,2.431188,0.6561481226796277,2.431188,0.10367620886143498
20200717,1.4347036097560977,0.26982872853004436,1.318201043478261,0.2853374464173159,1.7744721702127662,0.5219328417729263,1.7744721702127662,0.12249891166591653
20200718,1.6283159999999999,1.0386326197303837,1.42506,0.6307600086625659,1.5006599999999999,0.47610142366516817,1.5006599999999999,1.1747753702014694
20200719,1.5100559999999998,0.40190763094024473,1.7275679999999998,0.5039918330766878,1.2895199999999998,0.35515523717946207,1.2895199999999998,0.4764152991498069
20200720,1.5314399999999997,0.894885784211594,1.209924,0.2710804087646321,1.15938,0.37380556792000835,1.15938,0.24968852583969495
20200721,1.2388679999999999,0.3353243822450136,1.018224,0.18665349766880876,1.0587239999999998,0.34284648905304543,1.0587239999999998,0.16191959204494064
20200722,1.708452,0.8405026502087901,1.615356,0.5698483552805956,2.4688799999999995,1.1263557299254974,2.4688799999999995,0.17687736063159692
20200723,1.5121079999999998,0.9106031191951848,1.245033094736842,0.28047777733916346,1.9767956210526314,0.6181653322173551,1.9767956210526314,0.18385847805309385
20200724,1.536732,0.34016878142475093,0.9151919999999999,0.26754361989029,1.5023879999999998,0.42983738139905886,1.5023879999999998,0.1261881908896391
20200725,1.5030359999999998,0.8993199817373123,1.189809852631579,0.4930789482054459,1.328724,0.3924386386481331,1.328724,0.15486699155081438
20200726,1.320246,0.3762371518018921,1.4595120000000001,0.3694455690355482,1.1310396631578947,0.28988466911459115,1.1310396631578947,0.13062535262344746
20200727,1.163376,0.5541995980655345,1.1125619999999998,0.2462233672014092,0.9970019999999998,0.21814994159980883,0.9970019999999998,0.15163738451978123
20200728,0.9260999999999999,0.18948503818507675,0.988092,0.2552609872894799,0.9980279999999998,0.2999271614775827,0.9980279999999998,0.08548689499566584
20200729,1.506816,0.964997882990424,1.3588628210526315,0.4788218224347181,2.091096,1.1181792191522788,2.091096,1.1087062651288664
20200730,1.2432869052631577,0.8745910576668882,1.2213503999999997,0.24621073235483287,1.798684294736842,0.5647795621670435,1.798684294736842,0.2928525237617398
20200731,1.28466,0.3735511112980391,1.100736,0.2510169075421016,1.531224,0.46848159282516094,1.531224,0.16439501598284545
20200801,1.16075002247191,0.8566126824513479,0.9960269662921348,0.4019832058767274,1.2509166741573032,0.4100428825750629,1.2509166741573032,0.11871343409784599
20200802,1.3168624390243902,0.588707932057499,1.5185326829268293,0.609178390771495,1.0493439999999998,0.30755041348045686,1.0493439999999998,0.19207103285667357
20200803,1.361988,0.7616763302820956,1.261872,0.4342584246643926,1.0242719999999998,0.33108650229207476,1.0242719999999998,0.1374835758045302
20200804,1.186596,0.41728481743768253,1.3116065684210525,0.5002716180508061,0.870264,0.18227008689305,0.870264,0.12086966090793835
20200805,1.4617799999999999,0.8865770388454687,1.680912,0.6204294603450097,1.8338400000000001,0.8470015246267268,1.8338400000000001,0.173408285615192
20200806,1.075404255319149,0.6386492545156391,1.4410417021276596,0.510393402267598,1.2356670638297873,0.35439166383569176,1.2356670638297873,0.14776375060380467
20200807,0.962514989010989,0.3328575497824163,1.533324659340659,0.8641547928981727,1.0255205274725272,0.29596044210111727,1.0255205274725272,0.08637088974159766
20200808,1.01970989010989,0.7684571580874605,1.4502528,0.6746795866976857,1.0247229890109888,0.2717600470632375,1.0247229890109888,0.6088965868566226
20200809,0.865564294736842,0.22141963758466332,1.6096871489361702,0.6943792720021021,0.8951775319148936,0.16547768903298046,0.8951775319148936,0.5012513418189258
20200810,0.9963102315789473,0.8080980266733336,1.564023829787234,0.7239408896325814,0.784693894736842,0.08833816725592789,0.784693894736842,0.30054459387200827
20200811,0.8455320000000001,0.27190014022798886,1.240272,0.5026904289202253,0.7083720000000001,0.07099264807006428,0.7083720000000001,0.17522856054878724
20200812,1.1078152258064515,0.5394723753340498,1.702470193548387,0.72764411491144,1.5993476129032258,0.7039409601367872,1.5993476129032258,0.13838117079015078
20200813,1.0449140869565217,0.7815087182875639,1.517785043478261,0.6339333884735208,1.2873224347826087,0.3032809604098406,1.2873224347826087,0.13069134567442792
20200814,1.0127194838709677,0.46759604925149284,1.4487329032258063,0.6907926401690309,1.1025754838709676,0.20825270649828934,1.1025754838709676,0.12126688491298634
20200815,1.1521858064516128,0.7461029558406508,1.4774957419354835,0.840783431671222,1.0050270967741934,0.16691470002859482,1.0050270967741934,0.1479023369746536
20200816,1.0236975824175822,0.3103055310015522,1.5415279120879122,0.6666953286495032,0.8431120879120878,0.14930710492295995,0.8431120879120878,0.11907532618081505
20200817,0.8793641739130433,0.5201796312980363,1.5168834782608693,0.8395335052346354,0.7362406956521739,0.12155149508369399,0.7362406956521739,0.1493769285376499
20200818,0.8358203076923076,0.4548091506923401,1.2674025494505494,0.6351278801639778,0.6599061098901098,0.12118750513236791,0.6599061098901098,0.16289304459975687
20200819,1.002986181818182,0.5311386725506588,1.3888407272727272,0.5771301719037507,0.5737745454545454,0.11051094240215113,0.5737745454545454,0.2366488093041202
20200820,0.6204255319148936,0.17575767821620514,1.2425055319148934,0.5922890272685072,0.6466764255319148,0.14349583631882915,0.6466764255319148,0.18166930150049979
20200821,0.5198811428571428,0.13879161530780174,1.1397963956043957,0.44277791924022214,0.5855071648351649,0.09467982576067473,0.5855071648351649,0.14270922844837636
20200822,0.4064028131868131,0.08269039069089863,0.9003255652173913,0.3953762294097177,0.48980254945054935,0.07062662377933222,0.48980254945054935,0.14456190449366504
20200823,0.37186559999999996,0.07156841142738883,0.7748655824175823,0.28423391543416204,0.450017797752809,0.06688096585241837,0.450017797752809,0.1286018372690426
20200824,0.3658422857142857,0.06025539635753864,0.8746493023255812,0.3841692326968183,0.43618785882352945,0.0810904126723271,0.43618785882352945,0.14608502908440574
20200825,0.34548082758620685,0.05473816122676678,0.7554816,0.3190926877417281,0.3892608,0.05685432210272145,0.3892608,0.13101340002549358
20200826,0.326592,0.04749144685406712,0.695952,0.25939697606424156,0.37156018604651164,0.054240445453020855,0.37156018604651164,0.1382091139050288
20200827,0.46750254545454545,0.26299101383761925,0.7811506849315069,0.5079790099393704,0.391817552238806,0.07611597573994756,0.391817552238806,0.11032905426808137
20200828,0.6097830697674417,0.09537238522988183,0.5401234285714286,0.07767963193758828,0.509384347826087,0.031224628092760238,0.509384347826087,0.04978686925981466
20200829,0.5675115789473684,0.05647238412787151,0.5492311578947369,0.07668804848713091,0.5159314285714286,0.03930536297416184,0.5159314285714286,0.08261530995324269
20200830,0.55872,0.061391981235337234,0.554112,0.053861390104600906,0.5107604210526315,0.028312545373154373,0.5107604210526315,0.05809959338928284
20200831,0.5732022857142858,0.07206943447084163,0.5098616470588235,0.042412044971905836,0.4866270967741935,0.04366611324464155,0.4866270967741935,0.07830756414483585
20200901,0.5914267826086956,0.06998463515779824,0.485943652173913,0.041110286484474165,0.47309634782608695,0.03413841309397187,0.47309634782608695,0.042801209309629655
20200902,2.1566921142857143,1.6805314011625825,1.7710139076923077,1.391085560432612,1.8858730212765957,1.8457422206462264,1.8858730212765957,1.487419719146459
20200903,2.140374857142857,0.627420767726646,1.8700662857142856,0.5252294419551229,2.2205167659574467,0.4210215278507695,2.2205167659574467,0.43630315493884775
20200904,1.8490001860465113,0.5966878329245129,1.2476945454545452,0.2670223745328414,1.3690171914893616,0.21213558561093712,1.3690171914893616,0.2995856829653824
20200905,1.8452600470588236,0.6088262933546018,1.7665852235294117,0.8886361849917099,0.9970927659574468,0.11360231083846335,0.9970927659574468,0.2841883732481505
20200906,1.6608239999999999,0.4782702709322418,1.646462511627907,0.36072359257885267,0.7956888510638298,0.07004114642820905,0.7956888510638298,0.12157597611316048
20200907,1.6387074782608695,0.37170263639411605,1.1855159999999998,0.14849112409837834,0.649512,0.055288827659844615,0.649512,0.07384728533940838
20200908,1.2424877419354838,0.14871004003482485,1.0827466105263157,0.14133385389005965,0.6357569361702127,0.05474153520628193,0.6357569361702127,0.07439210993430838
20200909,1.8945792,0.5761905553597352,2.045840516129032,0.5481448690374842,2.377728,0.7337959680674185,2.377728,0.10735631764565502
20200910,1.5216433548387094,0.3902414835072078,1.4645351489361702,0.20681848132560315,1.9935237446808511,0.4465324325142393,1.9935237446808511,0.07962964041177534
20200911,1.247076,0.1699207283882693,1.3339079999999999,0.1892564032206044,1.5035759999999998,0.23643614952033032,1.5035759999999998,0.09243083952880658
20200912,1.5109199999999998,0.6452526680549255,1.8487781052631578,0.8733502160953528,1.2933000000000001,0.17556372504592171,1.2933000000000001,1.2593073748311012
20200913,1.2752640000000002,0.2226606955526727,1.5116760000000002,0.3060193102142412,1.13724,0.11783685942861848,1.13724,0.5273890254148259
20200914,1.4469839999999998,0.5087804232082833,1.251936,0.24121852585570622,1.0022399999999998,0.11425072890795925,1.0022399999999998,0.1969616818774657
20200915,1.17234,0.25559470388879346,1.0785959999999999,0.26908344671495493,0.987444,0.44417267285595136,0.987444,0.15088802099570395
20200916,1.6495919999999995,0.6137669171143064,1.8758519999999999,0.5714233256282071,2.5209359999999994,0.8773297555469094,2.5209359999999994,0.19098135041935377
20200917,1.489752,0.5564481559031353,1.2478319999999998,0.13116287645519215,1.5602759999999998,0.4071090477402829,1.5602759999999998,0.14812939208678338
20200918,1.2528,0.26367858834573576,1.025892,0.09862517187817722,1.204524,0.2523486271331786,1.204524,0.09971599703156965
20200919,1.4121,0.519902521309524,1.473876,0.6316779482109534,1.0316159999999999,0.21620553421223979,1.0316159999999999,0.12054769193974642
20200920,1.1991239999999999,0.2639148558152799,1.2744539999999998,0.19446670105701902,0.9440819999999999,0.14698771234358332,0.9440819999999999,0.0963422352242255
20200921,1.396764,0.6169735066856599,1.041444,0.17476225491793126,0.8303039999999999,0.17889599356050429,0.8303039999999999,0.14308121084195508
20200922,1.092528,0.30217743809887593,0.9373319999999999,0.12625264670493047,0.7553519999999999,0.12332200270835694,0.7553519999999999,0.07050927870855014
20200923,1.4825159999999997,0.4189923297627297,1.551204,0.3793758076630611,2.246184,0.7505529447120969,2.246184,0.6247006705038822
20200924,1.3214288842105262,0.36214107232423176,1.1097034105263157,0.1544464086773685,1.4234718315789472,0.20304163745340784,1.4234718315789472,0.28117416681377994
20200925,1.2138199578947366,0.29815030755177707,0.999756,0.197280233211541,1.2464279999999999,0.15573731067409632,1.2464279999999999,0.16584633461129009
20200926,1.1470420253164555,0.35480962514015957,1.087590075949367,0.430347005908281,0.9751169620253164,0.13880655114473078,0.9751169620253164,0.12006046214076845
20200927,1.1544542608695652,0.15926475559493555,1.376126608695652,0.3040921100149897,0.8626852173913043,0.14979906095223072,0.8626852173913043,0.1820021524248384
20200928,1.3940639999999995,0.3911971700511137,1.2387599999999999,0.24311881895073448,0.8122679999999999,0.16674189218069943,0.8122679999999999,0.11842139671528956
20200929,1.149768,0.27218254192361424,1.0622288842105263,0.1762641428394426,0.749952,0.1484672822139612,0.749952,0.11644764138444369
20200930,1.3548599999999997,0.5283050804525734,1.426248,0.45506596824636314,1.7953920000000003,0.6352368674439479,1.7953920000000003,0.14322375931387918
20201001,0.9799469010989011,0.33286499842762224,0.9676048695652173,0.1999538475825608,1.0759053913043477,0.22221167978885809,1.0759053913043477,0.09804826142201101
20201002,0.9373355604395603,0.2510531907624012,0.9431499130434782,0.1871457470431542,1.0596772173913045,0.23888275256993236,1.0596772173913045,0.0548644983380907
20201003,1.0001664,0.42457125274403595,1.0441252173913043,0.3931394731253789,0.9846219130434781,0.24268675734887998,0.9846219130434781,0.6085374466575695
20201004,0.8671930434782608,0.2402194203385328,1.0484776421052628,0.17291650355596275,0.9094373052631578,0.21016582308398757,0.9094373052631578,0.26626133060599066
20201005,0.9487277419354838,0.3951839209344108,0.8718942315789474,0.17473807052563,0.8234374736842105,0.21535605563686935,0.8234374736842105,0.22970787978599674
20201006,0.748498909090909,0.1525529818387724,0.7443778064516129,0.1300445855328631,0.737800258064516,0.18347772843291127,0.737800258064516,0.182790241291147
20201007,0.8893940869565217,0.306547917754257,1.069006978723404,0.320219095912802,1.6161947234042553,0.4582176263564421,1.6161947234042553,0.17264255620311425
20201008,0.8453300869565217,0.30537026310478904,0.8162849032258063,0.12925630580820485,1.1453852903225805,0.23451034386240643,1.1453852903225805,0.14630694021478793
20201009,0.8417663999999999,0.14865536733478543,0.6938756129032257,0.11632325609035819,1.0248712258064514,0.18662986046989782,1.0248712258064514,0.13103941478411596
20201010,0.8258337391304346,0.3121066564896515,0.7790650434782608,0.33540670387786753,0.8738420869565218,0.16071727635872365,0.8738420869565218,0.11610491100704842
20201011,0.7440768,0.1458747264503348,0.878089846153846,0.17212741491160596,0.7734983736263736,0.14174176269211974,0.7734983736263736,0.12513529449458435
20201012,0.6468933033707864,0.10715862232091711,0.7225698461538461,0.09981027359009782,0.7390902857142857,0.1730759341625751,0.7390902857142857,0.11010971520870495
20201013,0.5293439999999999,0.07238420371324118,0.5986944,0.08521070751871501,0.6156288000000001,0.11481597431437841,0.6156288000000001,0.09638330390186882
20201014,0.9362303999999998,0.3481427292186927,0.9459072,0.3821781312374637,0.5809536,0.12360165491707625,0.5809536,0.10503694428457064
20201015,0.683396129032258,0.17016441722426479,0.6503969032258065,0.10916633623478492,0.5298828387096775,0.1439964276768131,0.5298828387096775,0.10348204239842272
20201016,0.5502928695652173,0.09010431444927758,0.5696765217391304,0.12613553691474605,0.5264013913043477,0.1592843313918034,0.5264013913043477,0.15608351868840206
20201017,0.4283561739130434,0.054540387900321924,0.4550526593406593,0.05745892739141469,0.44617745454545454,0.10980749355813867,0.44617745454545454,0.08796926168638901
20201018,0.4041163636363636,0.07400895178198222,0.43999928089887635,0.05446358425012564,0.43557797647058827,0.11534898919733325,0.43557797647058827,0.0798131909005337
20201019,0.37527393103448276,0.06530561288119381,0.4156733793103448,0.052647237907974646,0.4192331294117647,0.10282811804717827,0.4192331294117647,0.0626797050594534
20201020,0.37670399999999993,0.07890815797342261,0.3894407191011236,0.053070831009342775,0.39506902325581394,0.09849954142390911,0.39506902325581394,0.05322837255889974
20201021,0.34201107692307686,0.0542686034440109,0.36452945454545455,0.04283075786132214,0.3733714285714286,0.08560881501817628,0.3733714285714286,0.058522998902826764
